FECHA;StateHoliday;REAL CALLS
11/02/2022;0.0;3003.0
12/02/2022;0.0;325.0
13/02/2022;0.0;113.0
14/02/2022;0.0;3725.0
15/02/2022;0.0;3556.0
16/02/2022;0.0;3720.0
17/02/2022;0.0;3438.0
18/02/2022;0.0;2883.0
19/02/2022;0.0;356.0
20/02/2022;0.0;124.0
21/02/2022;0.0;3728.0
22/02/2022;0.0;3466.0
23/02/2022;0.0;3298.0
24/02/2022;0.0;3183.0
25/02/2022;0.0;2895.0
26/02/2022;0.0;306.0
27/02/2022;0.0;124.0
28/02/2022;0.0;3906.0
1/03/2022;0.0;3560.0
2/03/2022;0.0;3519.0
3/03/2022;0.0;3248.0
4/03/2022;0.0;2971.0
5/03/2022;0.0;354.0
6/03/2022;0.0;100.0
7/03/2022;0.0;3885.0
8/03/2022;0.0;3608.0
9/03/2022;0.0;3338.0
10/03/2022;0.0;3183.0
11/03/2022;0.0;2794.0
12/03/2022;0.0;309.0
13/03/2022;0.0;87.0
14/03/2022;0.0;3706.0
15/03/2022;0.0;3508.0
16/03/2022;0.0;3186.0
17/03/2022;0.0;2789.0
18/03/2022;0.0;2593.0
19/03/2022;0.0;263.0
20/03/2022;0.0;83.0
21/03/2022;0.0;3733.0
22/03/2022;0.0;3193.0
23/03/2022;0.0;3091.0
24/03/2022;0.0;3117.0
25/03/2022;0.0;2723.0
26/03/2022;0.0;250.0
27/03/2022;0.0;101.0
28/03/2022;0.0;3565.0
29/03/2022;0.0;3226.0
30/03/2022;0.0;3141.0
31/03/2022;0.0;2975.0
1/04/2022;0.0;2672.0
2/04/2022;0.0;291.0
3/04/2022;0.0;89.0
4/04/2022;0.0;3641.0
5/04/2022;0.0;3255.0
6/04/2022;0.0;3123.0
7/04/2022;0.0;2870.0
8/04/2022;0.0;2753.0
9/04/2022;0.0;280.0
10/04/2022;0.0;81.0
11/04/2022;0.0;3700.0
12/04/2022;0.0;3505.0
13/04/2022;0.0;3156.0
14/04/2022;0.0;2765.0
15/04/2022;0.0;2093.0
16/04/2022;0.0;310.0
17/04/2022;0.0;78.0
18/04/2022;0.0;3711.0
19/04/2022;0.0;3407.0
20/04/2022;0.0;3179.0
21/04/2022;0.0;2958.0
22/04/2022;0.0;2615.0
23/04/2022;0.0;270.0
24/04/2022;0.0;136.0
25/04/2022;0.0;3666.0
26/04/2022;0.0;3240.0
27/04/2022;0.0;3061.0
28/04/2022;0.0;3059.0
29/04/2022;0.0;2681.0
30/04/2022;0.0;325.0
1/05/2022;0.0;108.0
2/05/2022;0.0;3745.0
3/05/2022;0.0;3429.0
4/05/2022;0.0;3113.0
5/05/2022;0.0;2939.0
6/05/2022;0.0;2607.0
7/05/2022;0.0;317.0
8/05/2022;0.0;82.0
